Date,Gestión del Conocimiento
1950-01,59
1950-02,9
1950-03,5
1950-04,52
1950-05,13
1950-06,17
1950-07,51
1950-08,12
1950-09,20
1950-10,56
1950-11,13
1950-12,23
1951-01,69
1951-02,10
1951-03,24
1951-04,35
1951-05,21
1951-06,6
1951-07,51
1951-08,13
1951-09,23
1951-10,37
1951-11,23
1951-12,56
1952-01,73
1952-02,10
1952-03,29
1952-04,47
1952-05,27
1952-06,10
1952-07,79
1952-08,12
1952-09,31
1952-10,33
1952-11,27
1952-12,46
1953-01,101
1953-02,8
1953-03,25
1953-04,41
1953-05,52
1953-06,22
1953-07,59
1953-08,16
1953-09,22
1953-10,52
1953-11,27
1953-12,22
1954-01,60
1954-02,29
1954-03,29
1954-04,50
1954-05,33
1954-06,15
1954-07,58
1954-08,25
1954-09,31
1954-10,51
1954-11,43
1954-12,52
1955-01,87
1955-02,20
1955-03,37
1955-04,59
1955-05,36
1955-06,15
1955-07,57
1955-08,21
1955-09,34
1955-10,61
1955-11,24
1955-12,25
1956-01,74
1956-02,12
1956-03,35
1956-04,71
1956-05,30
1956-06,20
1956-07,69
1956-08,19
1956-09,41
1956-10,56
1956-11,43
1956-12,33
1957-01,85
1957-02,42
1957-03,33
1957-04,60
1957-05,41
1957-06,32
1957-07,63
1957-08,35
1957-09,41
1957-10,59
1957-11,39
1957-12,42
1958-01,90
1958-02,24
1958-03,58
1958-04,80
1958-05,35
1958-06,26
1958-07,82
1958-08,31
1958-09,50
1958-10,79
1958-11,31
1958-12,63
1959-01,105
1959-02,28
1959-03,46
1959-04,95
1959-05,33
1959-06,30
1959-07,100
1959-08,29
1959-09,53
1959-10,68
1959-11,46
1959-12,60
1960-01,138
1960-02,8
1960-03,59
1960-04,73
1960-05,31
1960-06,29
1960-07,99
1960-08,18
1960-09,56
1960-10,77
1960-11,31
1960-12,94
1961-01,111
1961-02,34
1961-03,56
1961-04,79
1961-05,36
1961-06,33
1961-07,99
1961-08,71
1961-09,88
1961-10,75
1961-11,49
1961-12,90
1962-01,105
1962-02,24
1962-03,63
1962-04,90
1962-05,42
1962-06,45
1962-07,125
1962-08,63
1962-09,77
1962-10,98
1962-11,65
1962-12,126
1963-01,140
1963-02,46
1963-03,100
1963-04,106
1963-05,70
1963-06,66
1963-07,138
1963-08,38
1963-09,79
1963-10,117
1963-11,79
1963-12,140
1964-01,132
1964-02,47
1964-03,91
1964-04,95
1964-05,83
1964-06,74
1964-07,128
1964-08,32
1964-09,103
1964-10,102
1964-11,91
1964-12,143
1965-01,152
1965-02,77
1965-03,122
1965-04,132
1965-05,104
1965-06,95
1965-07,159
1965-08,53
1965-09,110
1965-10,170
1965-11,87
1965-12,153
1966-01,159
1966-02,79
1966-03,104
1966-04,115
1966-05,123
1966-06,92
1966-07,152
1966-08,69
1966-09,103
1966-10,129
1966-11,97
1966-12,165
1967-01,154
1967-02,110
1967-03,150
1967-04,136
1967-05,109
1967-06,118
1967-07,137
1967-08,81
1967-09,129
1967-10,113
1967-11,100
1967-12,150
1968-01,140
1968-02,96
1968-03,139
1968-04,133
1968-05,132
1968-06,91
1968-07,161
1968-08,74
1968-09,128
1968-10,151
1968-11,97
1968-12,159
1969-01,175
1969-02,83
1969-03,117
1969-04,117
1969-05,95
1969-06,73
1969-07,146
1969-08,75
1969-09,127
1969-10,145
1969-11,96
1969-12,210
1970-01,439
1970-02,81
1970-03,130
1970-04,137
1970-05,116
1970-06,94
1970-07,151
1970-08,113
1970-09,145
1970-10,172
1970-11,121
1970-12,147
1971-01,215
1971-02,124
1971-03,174
1971-04,159
1971-05,139
1971-06,136
1971-07,167
1971-08,117
1971-09,171
1971-10,170
1971-11,115
1971-12,194
1972-01,219
1972-02,124
1972-03,163
1972-04,223
1972-05,134
1972-06,141
1972-07,237
1972-08,137
1972-09,170
1972-10,229
1972-11,123
1972-12,193
1973-01,265
1973-02,176
1973-03,212
1973-04,160
1973-05,172
1973-06,156
1973-07,193
1973-08,155
1973-09,198
1973-10,208
1973-11,141
1973-12,194
1974-01,246
1974-02,158
1974-03,249
1974-04,171
1974-05,225
1974-06,216
1974-07,183
1974-08,174
1974-09,261
1974-10,223
1974-11,181
1974-12,249
1975-01,289
1975-02,153
1975-03,266
1975-04,232
1975-05,170
1975-06,245
1975-07,210
1975-08,190
1975-09,248
1975-10,213
1975-11,153
1975-12,282
1976-01,426
1976-02,148
1976-03,237
1976-04,273
1976-05,178
1976-06,235
1976-07,268
1976-08,195
1976-09,251
1976-10,281
1976-11,170
1976-12,270
1977-01,493
1977-02,164
1977-03,287
1977-04,274
1977-05,202
1977-06,242
1977-07,281
1977-08,167
1977-09,259
1977-10,265
1977-11,177
1977-12,317
1978-01,538
1978-02,163
1978-03,304
1978-04,296
1978-05,198
1978-06,213
1978-07,365
1978-08,178
1978-09,241
1978-10,313
1978-11,214
1978-12,307
1979-01,556
1979-02,186
1979-03,362
1979-04,286
1979-05,217
1979-06,366
1979-07,283
1979-08,168
1979-09,293
1979-10,288
1979-11,214
1979-12,345
1980-01,658
1980-02,195
1980-03,400
1980-04,315
1980-05,219
1980-06,343
1980-07,318
1980-08,187
1980-09,346
1980-10,329
1980-11,230
1980-12,373
1981-01,732
1981-02,203
1981-03,437
1981-04,312
1981-05,216
1981-06,343
1981-07,406
1981-08,218
1981-09,382
1981-10,327
1981-11,205
1981-12,414
1982-01,823
1982-02,213
1982-03,443
1982-04,370
1982-05,254
1982-06,408
1982-07,361
1982-08,184
1982-09,409
1982-10,317
1982-11,270
1982-12,442
1983-01,861
1983-02,256
1983-03,514
1983-04,342
1983-05,283
1983-06,409
1983-07,404
1983-08,213
1983-09,473
1983-10,305
1983-11,303
1983-12,387
1984-01,1106
1984-02,314
1984-03,489
1984-04,381
1984-05,302
1984-06,450
1984-07,431
1984-08,286
1984-09,471
1984-10,357
1984-11,312
1984-12,474
1985-01,1217
1985-02,319
1985-03,516
1985-04,423
1985-05,330
1985-06,415
1985-07,470
1985-08,272
1985-09,512
1985-10,318
1985-11,317
1985-12,557
1986-01,1366
1986-02,274
1986-03,581
1986-04,375
1986-05,410
1986-06,451
1986-07,444
1986-08,267
1986-09,579
1986-10,430
1986-11,385
1986-12,577
1987-01,1269
1987-02,336
1987-03,633
1987-04,518
1987-05,345
1987-06,566
1987-07,445
1987-08,317
1987-09,714
1987-10,369
1987-11,367
1987-12,709
1988-01,1465
1988-02,374
1988-03,730
1988-04,455
1988-05,386
1988-06,614
1988-07,451
1988-08,369
1988-09,657
1988-10,388
1988-11,424
1988-12,772
1989-01,1650
1989-02,455
1989-03,846
1989-04,476
1989-05,482
1989-06,600
1989-07,557
1989-08,459
1989-09,775
1989-10,471
1989-11,358
1989-12,805
1990-01,1774
1990-02,508
1990-03,967
1990-04,609
1990-05,530
1990-06,798
1990-07,574
1990-08,437
1990-09,898
1990-10,522
1990-11,435
1990-12,885
1991-01,1874
1991-02,470
1991-03,848
1991-04,844
1991-05,579
1991-06,762
1991-07,585
1991-08,399
1991-09,806
1991-10,581
1991-11,440
1991-12,875
1992-01,1498
1992-02,538
1992-03,1028
1992-04,719
1992-05,697
1992-06,864
1992-07,718
1992-08,504
1992-09,977
1992-10,655
1992-11,552
1992-12,1104
1993-01,1650
1993-02,545
1993-03,902
1993-04,749
1993-05,719
1993-06,814
1993-07,682
1993-08,643
1993-09,1012
1993-10,590
1993-11,568
1993-12,1195
1994-01,1970
1994-02,590
1994-03,1029
1994-04,690
1994-05,704
1994-06,997
1994-07,668
1994-08,619
1994-09,992
1994-10,739
1994-11,580
1994-12,1253
1995-01,1964
1995-02,713
1995-03,1062
1995-04,711
1995-05,709
1995-06,1152
1995-07,762
1995-08,618
1995-09,1159
1995-10,806
1995-11,774
1995-12,1174
1996-01,2137
1996-02,697
1996-03,1188
1996-04,816
1996-05,842
1996-06,1139
1996-07,891
1996-08,639
1996-09,1130
1996-10,858
1996-11,825
1996-12,1257
1997-01,2308
1997-02,790
1997-03,1156
1997-04,878
1997-05,836
1997-06,1304
1997-07,906
1997-08,632
1997-09,1090
1997-10,934
1997-11,791
1997-12,1373
1998-01,2335
1998-02,748
1998-03,1400
1998-04,927
1998-05,753
1998-06,1216
1998-07,1082
1998-08,844
1998-09,1226
1998-10,869
1998-11,892
1998-12,1403
1999-01,2247
1999-02,918
1999-03,1382
1999-04,1052
1999-05,865
1999-06,1262
1999-07,1138
1999-08,1057
1999-09,1367
1999-10,1122
1999-11,1113
1999-12,1538
2000-01,2642
2000-02,992
2000-03,1597
2000-04,1180
2000-05,954
2000-06,1346
2000-07,1201
2000-08,1124
2000-09,1323
2000-10,1595
2000-11,1182
2000-12,1691
2001-01,2604
2001-02,810
2001-03,1823
2001-04,1190
2001-05,1411
2001-06,1519
2001-07,1177
2001-08,1200
2001-09,1463
2001-10,1655
2001-11,961
2001-12,2294
2002-01,3181
2002-02,995
2002-03,1722
2002-04,1364
2002-05,1585
2002-06,1564
2002-07,1306
2002-08,1285
2002-09,2073
2002-10,1465
2002-11,1477
2002-12,2049
2003-01,3027
2003-02,1236
2003-03,1720
2003-04,1365
2003-05,1046
2003-06,1770
2003-07,1385
2003-08,1374
2003-09,2485
2003-10,1596
2003-11,1374
2003-12,2400
2004-01,3244
2004-02,1386
2004-03,2122
2004-04,1650
2004-05,1328
2004-06,1988
2004-07,1711
2004-08,1641
2004-09,1783
2004-10,1741
2004-11,1539
2004-12,2214
2005-01,3296
2005-02,1220
2005-03,1887
2005-04,1670
2005-05,1461
2005-06,2400
2005-07,1740
2005-08,1878
2005-09,2021
2005-10,1975
2005-11,1674
2005-12,2198
2006-01,3929
2006-02,1320
2006-03,2121
2006-04,2153
2006-05,1599
2006-06,2269
2006-07,2160
2006-08,2179
2006-09,2376
2006-10,2112
2006-11,2170
2006-12,2456
2007-01,3834
2007-02,1869
2007-03,2513
2007-04,1918
2007-05,2542
2007-06,2912
2007-07,2236
2007-08,2604
2007-09,2136
2007-10,2774
2007-11,2299
2007-12,3570
2008-01,3838
2008-02,1751
2008-03,2358
2008-04,2434
2008-05,2006
2008-06,2733
2008-07,2343
2008-08,1935
2008-09,3329
2008-10,3081
2008-11,2765
2008-12,4107
2009-01,3757
2009-02,2273
2009-03,2784
2009-04,2376
2009-05,2174
2009-06,3066
2009-07,2456
2009-08,2720
2009-09,4260
2009-10,3051
2009-11,3081
2009-12,3566
2010-01,4382
2010-02,2202
2010-03,3324
2010-04,2442
2010-05,2815
2010-06,3342
2010-07,3495
2010-08,4174
2010-09,3028
2010-10,3902
2010-11,4002
2010-12,3690
2011-01,4884
2011-02,2430
2011-03,3012
2011-04,2811
2011-05,3480
2011-06,3337
2011-07,3174
2011-08,4736
2011-09,4004
2011-10,3924
2011-11,3795
2011-12,4111
2012-01,7158
2012-02,2955
2012-03,4021
2012-04,3388
2012-05,3637
2012-06,4780
2012-07,4445
2012-08,3144
2012-09,3946
2012-10,4622
2012-11,4278
2012-12,4917
2013-01,5746
2013-02,2860
2013-03,3790
2013-04,3386
2013-05,3537
2013-06,4277
2013-07,3946
2013-08,2961
2013-09,4568
2013-10,5206
2013-11,4512
2013-12,4791
2014-01,5555
2014-02,3080
2014-03,3922
2014-04,3771
2014-05,3354
2014-06,3903
2014-07,3819
2014-08,3426
2014-09,4464
2014-10,4460
2014-11,4106
2014-12,4965
2015-01,7778
2015-02,3054
2015-03,4255
2015-04,3529
2015-05,3372
2015-06,4207
2015-07,3827
2015-08,3612
2015-09,3942
2015-10,5355
2015-11,3790
2015-12,4772
2016-01,5650
2016-02,3948
2016-03,4305
2016-04,5593
2016-05,3795
2016-06,4766
2016-07,4216
2016-08,3662
2016-09,4777
2016-10,5069
2016-11,4258
2016-12,5777
2017-01,4577
2017-02,3758
2017-03,5252
2017-04,3832
2017-05,4925
2017-06,5352
2017-07,5885
2017-08,5115
2017-09,6418
2017-10,5556
2017-11,5916
2017-12,6634
2018-01,5285
2018-02,4161
2018-03,4798
2018-04,5167
2018-05,5172
2018-06,5499
2018-07,5146
2018-08,5390
2018-09,6005
2018-10,6563
2018-11,4767
2018-12,6965
2019-01,5243
2019-02,4506
2019-03,6028
2019-04,5009
2019-05,5295
2019-06,6062
2019-07,5792
2019-08,6011
2019-09,6326
2019-10,6474
2019-11,8024
2019-12,8262
2020-01,5732
2020-02,5184
2020-03,6006
2020-04,5661
2020-05,5389
2020-06,6381
2020-07,6357
2020-08,6480
2020-09,6727
2020-10,7332
2020-11,6605
2020-12,10288
2021-01,6840
2021-02,5639
2021-03,6840
2021-04,6309
2021-05,6055
2021-06,7375
2021-07,6585
2021-08,6893
2021-09,7575
2021-10,7289
2021-11,6759
2021-12,10139
2022-01,11412
2022-02,5926
2022-03,7023
2022-04,7055
2022-05,6812
2022-06,9191
2022-07,6554
2022-08,9383
2022-09,8162
2022-10,7895
2022-11,7778
2022-12,11075
2023-01,7025
2023-02,6598
2023-03,8833
2023-04,6882
2023-05,7681
2023-06,8745
2023-07,7518
2023-08,8671
2023-09,9013
2023-10,9523
2023-11,9717
2023-12,11620
2024-01,8383
2024-02,7830
2024-03,8699
2024-04,9000
2024-05,9654
2024-06,9523
2024-07,9038
2024-08,9677
2024-09,9431
2024-10,10148
2024-11,8701
2024-12,11066
2025-01,8085
2025-02,7210
2025-03,2735
